"Deaths by age and sex (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total all ages","Neonatal","Post-neonatal","Infant","1-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Median age at death","Total all ages","Neonatal","Post-neonatal","Infant","1-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Less than 1 year","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years","18 years","19 years","20 years","21 years","22 years","23 years","24 years","25 years","26 years","27 years","28 years","29 years","30 years","31 years","32 years","33 years","34 years","35 years","36 years","37 years","38 years","39 years","40 years","41 years","42 years","43 years","44 years","45 years","46 years","47 years","48 years","49 years","50 years","51 years","52 years","53 years","54 years","55 years","56 years","57 years","58 years","59 years","60 years","61 years","62 years","63 years","64 years","65 years","66 years","67 years","68 years","69 years","70 years","71 years","72 years","73 years","74 years","75 years","76 years","77 years","78 years","79 years","80 years","81 years","82 years","83 years","84 years","85 years","86 years","87 years","88 years","89 years","90 years","91 years","92 years","93 years","94 years","95 years","96 years","97 years","98 years","99 years","100 years and over","Median age at death"
"97 years: Number, Magnitude = Units"
"98 years: Number, Magnitude = Units"
"99 years: Number, Magnitude = Units"
"100 years and over: Number, Magnitude = Units"
"Median age at death: Year, Magnitude = Units"
""
"Footnotes:"
"Neonatal deaths are deaths of children under four weeks of age. Post-neonatal deaths are deaths of children from four weeks up to one year of age. Infant deaths are deaths of children under one year of age."
"Births and deaths data are based on date of registration (not date of occurrence). Data before 1991 includes New Zealand residents and overseas visitors. Data from 1991 includes New Zealand residents only."
"Data has been randomly rounded to protect confidentiality. Individual figures may not add up to totals, and values for the same data may vary in different tables."
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"VSD004AA"
""
"Last updated:"
"Total all ages: 19 February 2024 10:45am"
"Neonatal: 19 February 2024 10:45am"
"Post-neonatal: 19 February 2024 10:45am"
"Infant: 19 February 2024 10:45am"
"1-4 years: 19 February 2024 10:45am"
"5-9 years: 19 February 2024 10:45am"
"10-14 years: 19 February 2024 10:45am"
"15-19 years: 19 February 2024 10:45am"
"20-24 years: 19 February 2024 10:45am"
"25-29 years: 19 February 2024 10:45am"
"30-34 years: 19 February 2024 10:45am"
"35-39 years: 19 February 2024 10:45am"
"40-44 years: 19 February 2024 10:45am"
"45-49 years: 19 February 2024 10:45am"
"50-54 years: 19 February 2024 10:45am"
"55-59 years: 19 February 2024 10:45am"
"60-64 years: 19 February 2024 10:45am"
"65-69 years: 19 February 2024 10:45am"
"70-74 years: 19 February 2024 10:45am"
"75-79 years: 19 February 2024 10:45am"
"80-84 years: 19 February 2024 10:45am"
"85-89 years: 19 February 2024 10:45am"
"90-94 years: 19 February 2024 10:45am"
"95-99 years: 19 February 2024 10:45am"
"100 years and over: 19 February 2024 10:45am"
"Less than 1 year: 19 February 2024 10:45am"
"1 year: 19 February 2024 10:45am"
"2 years: 19 February 2024 10:45am"
"3 years: 19 February 2024 10:45am"
"4 years: 19 February 2024 10:45am"
"5 years: 19 February 2024 10:45am"
"6 years: 19 February 2024 10:45am"
"7 years: 19 February 2024 10:45am"
"8 years: 19 February 2024 10:45am"
"9 years: 19 February 2024 10:45am"
"10 years: 19 February 2024 10:45am"
"11 years: 19 February 2024 10:45am"
"12 years: 19 February 2024 10:45am"
"13 years: 19 February 2024 10:45am"
"14 years: 19 February 2024 10:45am"
"15 years: 19 February 2024 10:45am"
"16 years: 19 February 2024 10:45am"
"17 years: 19 February 2024 10:45am"
"18 years: 19 February 2024 10:45am"
"19 years: 19 February 2024 10:45am"
"20 years: 19 February 2024 10:45am"
"21 years: 19 February 2024 10:45am"
"22 years: 19 February 2024 10:45am"
"23 years: 19 February 2024 10:45am"
"24 years: 19 February 2024 10:45am"
"25 years: 19 February 2024 10:45am"
"26 years: 19 February 2024 10:45am"
"27 years: 19 February 2024 10:45am"
"28 years: 19 February 2024 10:45am"
"29 years: 19 February 2024 10:45am"
"30 years: 19 February 2024 10:45am"
"31 years: 19 February 2024 10:45am"
"32 years: 19 February 2024 10:45am"
"33 years: 19 February 2024 10:45am"
"34 years: 19 February 2024 10:45am"
"35 years: 19 February 2024 10:45am"
"36 years: 19 February 2024 10:45am"
"37 years: 19 February 2024 10:45am"
"38 years: 19 February 2024 10:45am"
"39 years: 19 February 2024 10:45am"
"40 years: 19 February 2024 10:45am"
"41 years: 19 February 2024 10:45am"
"42 years: 19 February 2024 10:45am"
"43 years: 19 February 2024 10:45am"
"44 years: 19 February 2024 10:45am"
"45 years: 19 February 2024 10:45am"
"46 years: 19 February 2024 10:45am"
"47 years: 19 February 2024 10:45am"
"48 years: 19 February 2024 10:45am"
"49 years: 19 February 2024 10:45am"
"50 years: 19 February 2024 10:45am"
"51 years: 19 February 2024 10:45am"
"52 years: 19 February 2024 10:45am"
"53 years: 19 February 2024 10:45am"
"54 years: 19 February 2024 10:45am"
"55 years: 19 February 2024 10:45am"
"56 years: 19 February 2024 10:45am"
"57 years: 19 February 2024 10:45am"
"58 years: 19 February 2024 10:45am"
"59 years: 19 February 2024 10:45am"
"60 years: 19 February 2024 10:45am"
"61 years: 19 February 2024 10:45am"
"62 years: 19 February 2024 10:45am"
"63 years: 19 February 2024 10:45am"
"64 years: 19 February 2024 10:45am"
"65 years: 19 February 2024 10:45am"
"66 years: 19 February 2024 10:45am"
"67 years: 19 February 2024 10:45am"
"68 years: 19 February 2024 10:45am"
"69 years: 19 February 2024 10:45am"
"70 years: 19 February 2024 10:45am"
"71 years: 19 February 2024 10:45am"
"72 years: 19 February 2024 10:45am"
"73 years: 19 February 2024 10:45am"
"74 years: 19 February 2024 10:45am"
"75 years: 19 February 2024 10:45am"
"76 years: 19 February 2024 10:45am"
"77 years: 19 February 2024 10:45am"
"78 years: 19 February 2024 10:45am"
"79 years: 19 February 2024 10:45am"
"80 years: 19 February 2024 10:45am"
"81 years: 19 February 2024 10:45am"
"82 years: 19 February 2024 10:45am"
"83 years: 19 February 2024 10:45am"
"84 years: 19 February 2024 10:45am"
"85 years: 19 February 2024 10:45am"
"86 years: 19 February 2024 10:45am"
"87 years: 19 February 2024 10:45am"
"88 years: 19 February 2024 10:45am"
"89 years: 19 February 2024 10:45am"
"90 years: 19 February 2024 10:45am"
"91 years: 19 February 2024 10:45am"
"92 years: 19 February 2024 10:45am"
"93 years: 19 February 2024 10:45am"
"94 years: 19 February 2024 10:45am"
"95 years: 19 February 2024 10:45am"
"96 years: 19 February 2024 10:45am"
"97 years: 19 February 2024 10:45am"
"98 years: 19 February 2024 10:45am"
"99 years: 19 February 2024 10:45am"
"100 years and over: 19 February 2024 10:45am"
"Median age at death: 19 February 2024 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
